UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,FPOFFER,HDEGOFFR,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,TENURSYS,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,DFRCGID 
102711,Alaska Vocational Technical Center,809 Second Avenue,Seward,AK,99664-0889,2,8,Fred Esposito,Director,9072243322,926001185,3160300,1,avtec.edu, , , ,7,3,1,2,1,2,2,0,2,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,2,AVTEC,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,-2,-2,-2,-2,6
102845,Charter College,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,2,8,Terrance Harris,President,9072771000,920105865,2576900,1,www.chartercollege.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,14,2,-1,5,2,6,40,2,2,1,11260,1,-2,-2,133
103361,Prince William Sound Community College,303 Lowe Street,Valdez,AK,99686,2,8,Douglas A. Desorcie,President,9078341600,926000147,1146205,1,www.pwscc.edu., , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,1,1,1,40,1,2,1,-2,-2,-2,-2,86
103440,Sheldon Jackson College,801 Lincoln Street,Sitka,AK,99835-7699,2,8,David Dobler,President,9077475220,920041013,106200,1,www.sj-alaska.edu, , , ,2,1,2,5,1,2,2,30,1,2,-2,-2,2,41,1,D ,-2,2007,6/29/07,3,1,3,9,-2, ,-2,21,9,-1,9,2,8,32,-2,2,-2,-2,-2,-2,-2,-2
103501,Career Academy,1415 E Tudor Road,Anchorage,AK,99507-1033,2,8,Jennifer Deitz,President,9075637575,920106326,2541000,1,www.careeracademy.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,11260,1,-2,-2,57
103529,University of Alaska System of Higher Education,910 Yukon Drive,Fairbanks,AK,99775-5000,2,8,Mark Hamilton,President,9074508000,-1,001063A1,2,www.alaska.edu/, , , ,0,1,1,9,1,1,2,10,1,2,2,-2,2,23,1,A ,-2,-2,-2,1,1,1,1,-2, ,-2,-3,-3,-3,-3,-3,-3,-3,2,2,-2,21820,1,-2,-2,-2
103644,Everest College-Phoenix,"10400 N. 25th Avenue, Suite 190",Phoenix,AZ,85021-1641,4,6,Todd McDonald,President,6029424141,330717311,2295000,1,www.cci.edu,www.everest-college.com,www.everest-college.com,www.everestonline.com,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Academy of Businesss College | |Rhodes College,3,10,1,-1,3,1,1,40,2,2,1,38060,1,-2,-2,123
103723,Collins College,1140 S Priest Dr,Tempe,AZ,85281-5206,4,6,Joshua Padron,President,4809663000,860752105,2174900,1,www.collinscollege.edu,contact.collinscollege.edu/, ,my.collinscollege.edu/enroll/,3,1,3,5,1,2,2,30,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,2,23,2,-1,9,2,9,56,2,2,2,38060,1,-2,-2,186
103732,Artistic Beauty Colleges-Paradise Valley,12827 N Tatum Blvd,Phoenix,AZ,85032,4,6,Michael Bouman,President/COO,5.70429E+13,860966555,1293700,1,www.empire.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,43
103741,Artistic Beauty Colleges-Tucson,3030 E Speedway Blvd,Tucson,AZ,85716,4,6,Michael Bouman,President/COO,5.70429E+13,860966555,886500,1,www.empire.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,46060,1,-2,-2,24
103778,Thunderbird School of Global Management,15249 N 59th Ave,Glendale,AZ,85306-6000,4,6,Angel Cabrera,President,6029787000,860105586,107000,1,www.thunderbird.edu, , , ,2,1,2,8,2,1,2,20,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,Thunderbird,1,29,-2,-2,-2,7,-2,55,1,2,2,38060,1,-2,-2,206
103787,American Indian College of the Assemblies of God Inc,10020 N 15th Ave,Phoenix,AZ,85021,4,6,Rev. James V. Comer,President,6029443335,860200899,2199900,1,www.aicag.edu, , , ,2,1,2,5,1,2,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,15,-1,9,2,8,51,2,2,1,38060,1,-2,-2,183
103811,American Institute of Technology,440 S 54th Avenue,Phoenix,AZ,85043-4729,4,6,Charles R. Wirth,President,6022332222,860608859,2317800,1,www.ait-schools.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,68
103893,Apollo College-Phoenix Inc,8503 N 27th Ave,Phoenix,AZ,85051-4063,4,6,Jeffrey Gearhart,Executive Director,6023245505,860316487,2100600,1,www.apollocollege.edu,www.apollocollege.edu/getstarted.asp,www.apollocollege.edu/paying_for_school.asp,www.apollocollege.edu/getstarted.asp,6,2,3,4,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,3,-3,2,2,2,38060,1,-2,-2,123
103945,College America,1800 South Milton Road,Flagstaff,AZ,86001,4,6,Dr. Kymberlee Wilkens,Director,9285260763,526407167,3120300,1,www.collegeamerica.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,1,-3,2,2,1,22380,1,-2,-2,124
103954,Arizona Academy of Beauty Inc,5631 E Speedway Blvd,Tucson,AZ,85712,4,6,Stewart White,Owner,5208854120,860178896,886400,1,www.arizonaacademy.com,www.arizonaacademy.com,www.arizonaacademy.com,www.arizonaacademy.com,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,46060,1,-2,-2,43
103963,Arizona Automotive Institute,6829 N 46th Ave,Glendale,AZ,85301-3579,4,6,Dennis Del Valle,Executive Director,8005280717,10847000,1084700,1,www.aai.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,4,10,0,-1,4,1,2,40,2,2,1,38060,1,-2,-2,124
104090,International Institute of the Americas,6049 N 43rd Ave,Phoenix,AZ,85019-1600,4,6,Lynn McConnell,Director,6022426265,860372922,2218800,1,www.iia.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,3,23,2,-1,9,2,6,40,2,2,1,38060,1,-2,-2,187
104151,Arizona State University at the Tempe Campus, ,Tempe,AZ,85287,4,6,Michael M. Crow,President,4809659011,860196696,108100,1,www.asu.edu,www.asu.edu/admissions,www.asu.edu/fa,www.asu.edu/admissions/howtoapply,1,1,1,9,1,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,ASU Tempe|ASU Tempe Campus|ASU at the Tempe Campus,2,15,11,15,11,4,15,15,1,2,5,38060,1,-2,-2,134
104160,Arizona Western College,2020 S. Avenue 8E,Yuma,AZ,85365-8834,4,6,Don Schoening,President,9283176000,860179321,107100,1,www.azwestern.edu,www.azwestern.edu/student_services/enrollment_services/admissions.html,www.azwestern.edu/student_services/financial_aid/,www.azwestern.edu/online_services.html,4,2,1,3,1,2,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,"AWC, A.W.C., AZ Western, AZ Western College, Arizona Western",4,3,1,-1,1,1,3,40,2,2,3,49740,1,-2,-2,89
104179,University of Arizona,1401 E University,Tucson,AZ,85721-0066,4,6,Robert Shelton,President,5206212211,866004791,108300,1,www.arizona.edu,admissions.arizona.edu,financialaid.arizona.edu,admissions.arizona.edu/apply,1,1,1,9,1,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,"UA|U of A|Arizona|UofA|The University of Arizona|University of Arizona|University of Az|AZ|Univ. of Arizona|Univ. of Az|Tucson|Tucson, AZ|the university of Arizona|the Univ. of Az|the U of AZ|the U of Az|Ariz.|Arizona University|Az+university|85721|AZ+univ|AZ university|",2,15,11,14,11,4,15,15,1,1,5,46060,1,-2,-2,134
104188,The Art Center Design College-Tucson,2525 N Country Club Rd,Tucson,AZ,85716,4,6,Sharmon R Woods,President,5203250123,860567728,2491500,1,www.theartcenter.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,30,-2,-2,-2,2,-2,40,2,2,1,46060,1,-2,-2,208
104294,Toni & Guy Hairdressing Academy,7201 E. Camelback #100,Scottsdale,AZ,85251,4,6,Michael A Smith,Chief Executive Officer,4809944222,860794977,2561900,1,attheacademy.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,22
104346,Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,85228-9778,4,6,Dennis Jenkins,President,5204945444,860180838,728300,1,www.centralaz.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,1,1,3,40,2,2,2,38060,1,-2,-2,97
104364,Brown Mackie College-Tucson,4585 E Speedway Blvd Suite 204,Tucson,AZ,85712,4,6,"Holly Helscher, Ph.D.",President,5203276866,860264601,945100,1,www.brownmackie.edu,www.brownmackie.edu,www.brownmackie.edu,www.brownmackie.edu,3,1,3,6,1,1,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,23,2,-1,9,2,6,55,2,2,1,46060,1,-2,-2,187
104391,Charles of Italy Beauty College,"1987 McCulloch Blvd, Suite 205",Lake Havasu City,AZ,86403,4,6,Charles Bartolomeo,Owner,9284536666,860409030,2280500,1,www.charlesofitaly.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,29420,1,-2,-2,34
104425,Cochise College,4190 W Highway 80,Douglas,AZ,85607-9724,4,6,Karen A Nicodemus,President,5205150500,860183151,107200,1,www.cochise.edu,www.cochise.edu/information/students/admissions/index.asp,www.cochise.edu/information/students/admissions/financialaid/index.asp,www.cochise.edu/information/students/admissions/index.asp,4,2,1,3,1,2,2,40,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,2,1,3,40,2,2,2,43420,2,-2,-2,87
104434,Artistic Beauty Colleges-Flagstaff,1790 E Rte 66,Flagstaff,AZ,86004,4,6,Michael Bouman,President/COO,5.70429E+13,860966555,1180800,1,artisticbeautycolleges.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,22380,1,-2,-2,41
104443,Artistic Beauty Colleges-Chandler,2978 N Alma School Rd  Stes 1-3,Chandler,AZ,85224,4,6,Michael Bouman,President/COO,5.70429E+13,860966555,1180801,1,artisticbeautycolleges.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,26
104504,Cortiva Institute-Tucson,"6390 E. Broadway, Suite 100",Tucson,AZ,85710,4,6,Joann Rockwell MacMaster,President,5206232160,860436869,2582700,1,www.cortiva.com/tucson, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,Cortiva - DIHA,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,46060,1,-2,-2,62
104522,DeVoe College of Beauty,750 Bartow Dr,Sierra Vista,AZ,85635-1832,4,6,Martha Sprenkle,Financial Aid Director,5204588660,860348207,2173300,7,www.personal.riverusers.com/~devoe/index.html, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,33,1,M ,-2,2008,3/29/08,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,43420,2,-2,-2,46
104531,DeVry University-Arizona,2149 W Dunlap Ave,Phoenix,AZ,85021-2995,4,6,Jim Dugan,President,6028709222,362781982,1072702,1,www.devry.edu, , , ,3,1,3,7,1,1,2,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,19,16,10,6,4,9,54,2,2,2,38060,1,-2,-2,159
104568,Earls Academy of Beauty,2111 S Alma School Rd Ste 21,Mesa,AZ,85210,4,6,April Montes,President-Owner,4808971722,860444637,1085800,1,WWW.EARLSACADEMY.COM, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,23
104577,Eastern Arizona College,615 N. Stadium Ave.,Thatcher,AZ,85552-0769,4,6,Mark Bryce,President,9284288322,866000754,107300,1,www.eac.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,1,1,3,40,2,2,3,40940,2,-2,-2,90
104586,Embry Riddle Aeronautical University-Prescott,3700 Willow Creek Road,Prescott,AZ,86301-3720,4,6,Dr. John P. Johnson,President,9287773728,590936101,147902,1,www.erau.edu, , , ,2,1,2,7,1,1,2,20,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,16,3,13,3,11,-3,1,2,2,39140,1,-2,-2,177
104708,Glendale Community College,6000 W Olive Ave,Glendale,AZ,85302,4,6,"Velvie Green, Ph.D.",President,6238453000,860185552,107600,1,www.gc.maricopa.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,5,40,2,2,4,38060,1,-2,-2,101
104717,Grand Canyon University,3300 W Camelback Rd,Phoenix,AZ,85017,4,6,Brent Richardson,Chief Executive Officer,8008009776,203356009,107400,1,www.gcu.edu, , , ,3,1,3,8,1,1,2,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,13,9,10,5,11,21,1,2,4,38060,1,-2,-2,153
104805,Anthem College,1515 E Indian School Road,Phoenix,AZ,85014,4,6,Richard Craven,Campus President,6022799700,860434628,2263100,1,www.hightechschools.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,High-Tech Institute,3,10,1,-1,4,1,2,40,2,2,3,38060,1,-2,-2,123
104911,International Academy of Hair Design,3350 N Arizona Ave  Ste 4,Chandler,AZ,85225-7198,4,6,Gerald Johnson,Cheif Executive Officer,4808209422,860445130,1218400,1,www.intlacademy.biz, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,29
104984,Lamson College,1126 N Scottsdale Rd Ste 17,Tempe,AZ,85281-1700,4,6,Donna Green,School President,4808987000,942317605,2521500,1,www.lamsoncollege.com, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,1,40,2,2,1,38060,1,-2,-2,124
105118,Kaplan College,"13610 N Black Canyon Hwy,  Ste 104",Phoenix,AZ,85029,4,6,Debra Thibodeaux,Executive Director,6025481955,-1,2071200,1,www.kc-phoenix.com, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,1,40,2,2,1,38060,1,-2,-2,123
105127,Maricopa Beauty College LLC,515 W Western Ave,Avondale,AZ,85323,4,6,Glen E. Mehlhorn,Sole Member,6239324414,204318110,2192300,1,www.maricopabeautycollege.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,30
105136,Maricopa Community College System Office,2411 W 14th St,Tempe,AZ,85281-6942,4,6,Rufus Glasper,Chancellor,4807318000,860185552,030722A1,2,www.dist.maricopa.edu, , , ,0,2,1,4,1,2,2,40,1,2,2,-2,2,41,1,A ,-2,-2,-2,1,1,1,1,-2, ,-2,-3,-3,-3,-3,-3,-3,-3,2,2,-2,38060,1,-2,-2,-2
105145,GateWay Community College,108 N. 40th Street,Phoenix,AZ,85034,4,6,"Eugene Giovannini, Ed. D.",President,6023925000,860185552,830300,1,www.gwc.maricopa.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,3,40,2,2,3,38060,1,-2,-2,103
105154,Mesa Community College,1833 W Southern Ave,Mesa,AZ,85202,4,6,"Dr. Bernie Ronan, Acting President",President,6024617000,860185552,107700,1,www.mc.maricopa.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,5,40,2,2,5,38060,1,-2,-2,100
105163,ITT Technical Institute-Tucson,1455 W. River Rd,Tucson,AZ,85704-5829,4,6,Timothy Riordan,Director,5204087488,362061311,2361100,1,www.itt-tech.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,3,14,1,-1,3,1,1,40,2,2,1,46060,1,-2,-2,132
105172,ITT Technical Institute-Tempe,5005 S. Wendler Drive,Tempe,AZ,85282,4,6,Charles Wilson,Director,6024377500,362061311,2065200,1,www.itt-tech.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,3,28,-2,-2,-2,2,-2,54,2,2,1,38060,1,-2,-2,204
105206,Mohave Community College,1971 Jagerson Ave,Kingman,AZ,86409-1238,4,6,Michael Kearns,Chancellor,9287574331,860287804,1186400,1,www.mohave.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,1,1,3,40,2,2,3,29420,1,-2,-2,98
105215,Universal Technical Institute-Motorcycle Mechanics,2844 W Deer Valley Rd,Phoenix,AZ,85027,4,6,Bryan Fishkind,Campus President,6238699644,860329466,2100500,1,uticorp.com, , , ,6,2,3,4,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,Motorcycle Mechanics Institute |MMI,6,-3,-3,-3,-3,-3,-3,-3,2,2,2,38060,1,-2,-2,67
105242,Mundus Institute,"2001 W Camelback, Suite 140",Phoenix,AZ,85015,4,6,Marie Ruggieri,President,6022467111,860881332,3004700,5,WWW.MUNDUSINSTITUTE.COM, , , ,9,3,3,2,1,2,2,0,2,2,-2,-2,2,11,1,D ,-2,2007,Sep-07,3,1,3,9,-2,"Western Career Education, LLC",-2,-3,-3,-3,-3,-3,-3,-3,-2,2,-2,38060,1,-2,-2,-2
105297,Dine College, ,Tsaile,AZ,86556,4,6,Ferlin Clark,President,5207246600,860215931,824600,1,dinecollege.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,1,43,1,A ,-2,-2,-2,1,1,1,1,1, ,4,33,1,-1,2,1,2,60,2,1,2,-2,-2,-2,-2,213
105330,Northern Arizona University,"Knoles Drive, Babbitt Administrative Center",Flagstaff,AZ,86011-4132,4,6,John D. Haeger,President,9285239011,690860151,108200,1,home.nau.edu/,home.nau.edu/admissions/undergrad.asp,www4.nau.edu/finaid/,home.nau.edu/admissions/apply/default.asp,1,1,1,9,1,1,2,10,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,NAU,2,16,13,15,11,4,16,16,1,2,5,22380,1,-2,-2,137
105349,Northland Pioneer College,2251 E. Navajo Blvd.,Holbrook,AZ,86025-0610,4,6,Jeanne Swarthout,President,9285247600,860277526,1186200,1,www.npc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,1,1,3,40,2,2,2,-2,-2,-2,-2,90
105367,Ottawa University-Phoenix,10020 North 25th Avenue,Phoenix,AZ,85021,4,6,Dr. Donna Levene,Campus Executive Officer,6023711188,480543772,193701,1,www.ottawa.edu, , , ,2,1,2,8,1,1,2,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,OU - Phoenix |OU - Arizona,2,19,13,9,5,5,6,-3,1,2,2,38060,1,-2,-2,158
105419,Artistic Beauty Colleges-NW Phoenix,10820 N 43rd Ave Ste 12,Glendale,AZ,85304,4,6,Michael Bouman,President/COO,5.70429E+13,860966555,1234300,1,www.empire.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,28
105428,Phoenix College,1202 W Thomas Rd,Phoenix,AZ,85013,4,6,Dr. Anna Solley,President,6022642492,860185552,107800,1,www.pc.maricopa.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,4,40,2,2,4,38060,1,-2,-2,102
105482,Cortiva Institute-School of Massage Therapy,8010 East McDowell Road #214,Scottsdale,AZ,85257,4,6,Mark Elliott,Campus Director,4809459461,20-262935,2623800,1,cortiva.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,61
105516,University of Phoenix-Phoenix-Hohokam Campus,4635 East Elwood Street,Phoenix,AZ,85040-1958,4,6,"William Pepicello, PhD",President,8007764867,-1,2098800,1,www.phoenix.edu, ,faw.phoenix.edu/,myapply.phoenix.edu,3,1,3,8,1,1,2,20,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,16,10,9,5,12,55,2,2,3,38060,1,-2,-2,153
105525,Pima Community College,401 North Bonita Avenue,Tucson,AZ,85709-5000,4,6,Roy Flores,Chancellor,5202064500,860208787,726600,1,www.pima.edu,www.pima.edu/admissions/index.shtml,www.pima.edu/financialaid/index.shtml,www.pima.edu/admissions/index.shtml,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Pima County Community College District,4,7,1,-1,1,1,5,40,2,2,5,46060,1,-2,-2,100
105534,Pima Medical Institute,"3350 East Grant Road, Suite 200",Tucson,AZ,85716,4,6,Don Esham,Campus Director,5203261600,860260863,2217100,1,www.pimamedical.com, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,1,-3,2,2,1,46060,1,-2,-2,123
105543,Pima Medical Institute,2201 San Pedro NE Bldg 3 Ste 100,Albuquerque,NM,87110,35,6,Holly Woelber,Director,5058811234,860260863,2217103,1,www.pimamedical.com, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,1,-3,2,2,1,10740,1,-2,-2,123
105589,Prescott College,220 Grove Ave,Prescott,AZ,86301,4,6,"Daniel Garvey, Ph.D.",President,8773502100,860294012,2065300,1,www.prescott.edu,www.prescott.edu/admissions/index.html,www.prescott.edu/finaid/index.html,www.prescott.edu/apply/index.html,2,1,2,9,1,1,2,10,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Prescot College | Prescott University | Prescot University | Prescott | PC | Prescott Center for Alternative Education,2,20,10,4,13,4,6,22,2,2,2,39140,1,-2,-2,163
105659,Refrigeration School Inc,4210 E Washington,Phoenix,AZ,85034-1816,4,6,Elizabeth Loney-Cline,President Director,6022757133,860228016,1168900,1,refrigerationschool.com, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,2,1,1,40,2,2,1,38060,1,-2,-2,124
105668,Rio Salado College,2323 W 14th St,Tempe,AZ,85281,4,6,Linda Thor,President,4805178000,860185552,2177500,1,www.rio.maricopa.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,4,40,2,2,4,38060,1,-2,-2,100
105677,Roberto-Venn School of Luthiery,4011 S 16th St,Phoenix,AZ,85040,4,6,William Eaton,Director,6022431179,860298792,2113800,1,www.roberto-venn.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,38060,1,-2,-2,71
105701,Hair Academy of Safford,1550 West Thatcher Blvd,Safford,AZ,85546,4,6,Joey Scott,Owner,9284280331,860379331,3005000,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,40940,2,-2,-2,40
105747,Scottsdale Community College,9000 E Chaparral Rd,Scottsdale,AZ,85256,4,6,Arthur Decabooter,President,4804236000,860185552,830400,1,www.sc.maricopa.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,4,40,2,2,4,38060,1,-2,-2,102
105792,South Mountain Community College,7050 S 24th St,Phoenix,AZ,85040,4,6,Ken Atwater,President,6022438135,860185552,2146600,1,www.southmountaincc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,3,40,2,2,2,38060,1,-2,-2,104
105880,Long Technical College-East Valley,4646 E. Van Buren Street  Suite #350,Phoenix,AZ,85008-1716,4,6,Debra Thibodbaux,Executive Director,6.02252E+13,860351654,2181300,1,www.longtechnicalcollege.com/, , , ,6,2,3,3,1,2,2,40,1,2,-2,-2,2,11,1,D ,-2,2007,3/31/07,3,1,3,9,-2, ,-2,14,1,0,4,4,1,-3,-2,2,-2,38060,1,-2,-2,-2
105899,Southwestern College,2625 E Cactus Rd,Phoenix,AZ,85032-7097,4,6,Brent Garrison,President,6024895300,860186050,711300,1,www.swcaz.edu, , , ,2,1,2,5,1,2,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,2,-2,51,2,2,1,38060,1,-2,-2,188
